region,kjønn,alder,år,statistikkvariabel,"07459: Befolkning, etter region, kjønn, alder, år og statistikkvariabel"
3118 Indre Østfold,1 Menn,F60-64 60-64 år,2025,Personer,1510
3118 Indre Østfold,1 Menn,F65-69 65-69 år,2025,Personer,1321
3118 Indre Østfold,1 Menn,F70-74 70-74 år,2025,Personer,1114
3118 Indre Østfold,1 Menn,F75-79 75-79 år,2025,Personer,999
3118 Indre Østfold,1 Menn,F80-84 80-84 år,2025,Personer,607
3118 Indre Østfold,1 Menn,F85-89 85-89 år,2025,Personer,272
3118 Indre Østfold,1 Menn,F90-94 90-94 år,2025,Personer,103
3118 Indre Østfold,1 Menn,F95-99 95-99 år,2025,Personer,27
3118 Indre Østfold,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,1
3120 Rakkestad,2 Kvinner,F00-04 0-4 år,2025,Personer,193
3120 Rakkestad,2 Kvinner,F05-09 5-9 år,2025,Personer,214
3120 Rakkestad,2 Kvinner,F10-14 10-14 år,2025,Personer,253
3120 Rakkestad,2 Kvinner,F15-19 15-19 år,2025,Personer,208
3120 Rakkestad,2 Kvinner,F20-24 20-24 år,2025,Personer,210
3120 Rakkestad,2 Kvinner,F25-29 25-29 år,2025,Personer,218
3120 Rakkestad,2 Kvinner,F30-34 30-34 år,2025,Personer,285
3120 Rakkestad,2 Kvinner,F35-39 35-39 år,2025,Personer,238
3120 Rakkestad,2 Kvinner,F40-44 40-44 år,2025,Personer,270
3120 Rakkestad,2 Kvinner,F45-49 45-49 år,2025,Personer,257
3120 Rakkestad,2 Kvinner,F50-54 50-54 år,2025,Personer,291
3120 Rakkestad,2 Kvinner,F55-59 55-59 år,2025,Personer,286
3120 Rakkestad,2 Kvinner,F60-64 60-64 år,2025,Personer,280
3120 Rakkestad,2 Kvinner,F65-69 65-69 år,2025,Personer,264
3120 Rakkestad,2 Kvinner,F70-74 70-74 år,2025,Personer,260
3120 Rakkestad,2 Kvinner,F75-79 75-79 år,2025,Personer,213
3120 Rakkestad,2 Kvinner,F80-84 80-84 år,2025,Personer,121
3120 Rakkestad,2 Kvinner,F85-89 85-89 år,2025,Personer,78
3120 Rakkestad,2 Kvinner,F90-94 90-94 år,2025,Personer,46
3120 Rakkestad,2 Kvinner,F95-99 95-99 år,2025,Personer,14
3120 Rakkestad,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,1
3120 Rakkestad,1 Menn,F00-04 0-4 år,2025,Personer,194
3120 Rakkestad,1 Menn,F05-09 5-9 år,2025,Personer,241
3120 Rakkestad,1 Menn,F10-14 10-14 år,2025,Personer,254
3120 Rakkestad,1 Menn,F15-19 15-19 år,2025,Personer,245
3120 Rakkestad,1 Menn,F20-24 20-24 år,2025,Personer,251
3120 Rakkestad,1 Menn,F25-29 25-29 år,2025,Personer,239
3120 Rakkestad,1 Menn,F30-34 30-34 år,2025,Personer,263
3120 Rakkestad,1 Menn,F35-39 35-39 år,2025,Personer,259
3120 Rakkestad,1 Menn,F40-44 40-44 år,2025,Personer,277
3120 Rakkestad,1 Menn,F45-49 45-49 år,2025,Personer,306
3120 Rakkestad,1 Menn,F50-54 50-54 år,2025,Personer,312
3120 Rakkestad,1 Menn,F55-59 55-59 år,2025,Personer,315
3120 Rakkestad,1 Menn,F60-64 60-64 år,2025,Personer,267
3120 Rakkestad,1 Menn,F65-69 65-69 år,2025,Personer,284
3120 Rakkestad,1 Menn,F70-74 70-74 år,2025,Personer,238
3120 Rakkestad,1 Menn,F75-79 75-79 år,2025,Personer,210
3120 Rakkestad,1 Menn,F80-84 80-84 år,2025,Personer,102
3120 Rakkestad,1 Menn,F85-89 85-89 år,2025,Personer,45
3120 Rakkestad,1 Menn,F90-94 90-94 år,2025,Personer,19
3120 Rakkestad,1 Menn,F95-99 95-99 år,2025,Personer,4
3120 Rakkestad,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,2
3122 Marker,2 Kvinner,F00-04 0-4 år,2025,Personer,78
3122 Marker,2 Kvinner,F05-09 5-9 år,2025,Personer,76
3122 Marker,2 Kvinner,F10-14 10-14 år,2025,Personer,90
3122 Marker,2 Kvinner,F15-19 15-19 år,2025,Personer,82
3122 Marker,2 Kvinner,F20-24 20-24 år,2025,Personer,84
3122 Marker,2 Kvinner,F25-29 25-29 år,2025,Personer,87
3122 Marker,2 Kvinner,F30-34 30-34 år,2025,Personer,96
3122 Marker,2 Kvinner,F35-39 35-39 år,2025,Personer,106
3122 Marker,2 Kvinner,F40-44 40-44 år,2025,Personer,92
3122 Marker,2 Kvinner,F45-49 45-49 år,2025,Personer,95
3122 Marker,2 Kvinner,F50-54 50-54 år,2025,Personer,131
3122 Marker,2 Kvinner,F55-59 55-59 år,2025,Personer,138
3122 Marker,2 Kvinner,F60-64 60-64 år,2025,Personer,130
3122 Marker,2 Kvinner,F65-69 65-69 år,2025,Personer,116
3122 Marker,2 Kvinner,F70-74 70-74 år,2025,Personer,106
3122 Marker,2 Kvinner,F75-79 75-79 år,2025,Personer,114
3122 Marker,2 Kvinner,F80-84 80-84 år,2025,Personer,81
3122 Marker,2 Kvinner,F85-89 85-89 år,2025,Personer,60
3122 Marker,2 Kvinner,F90-94 90-94 år,2025,Personer,16
3122 Marker,2 Kvinner,F95-99 95-99 år,2025,Personer,2
3122 Marker,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,0
3122 Marker,1 Menn,F00-04 0-4 år,2025,Personer,71
3122 Marker,1 Menn,F05-09 5-9 år,2025,Personer,97
3122 Marker,1 Menn,F10-14 10-14 år,2025,Personer,100
3122 Marker,1 Menn,F15-19 15-19 år,2025,Personer,99
3122 Marker,1 Menn,F20-24 20-24 år,2025,Personer,107
3122 Marker,1 Menn,F25-29 25-29 år,2025,Personer,85
3122 Marker,1 Menn,F30-34 30-34 år,2025,Personer,102
3122 Marker,1 Menn,F35-39 35-39 år,2025,Personer,107
3122 Marker,1 Menn,F40-44 40-44 år,2025,Personer,95
3122 Marker,1 Menn,F45-49 45-49 år,2025,Personer,101
3122 Marker,1 Menn,F50-54 50-54 år,2025,Personer,128
3122 Marker,1 Menn,F55-59 55-59 år,2025,Personer,152
3122 Marker,1 Menn,F60-64 60-64 år,2025,Personer,153
3122 Marker,1 Menn,F65-69 65-69 år,2025,Personer,126
3122 Marker,1 Menn,F70-74 70-74 år,2025,Personer,114
3122 Marker,1 Menn,F75-79 75-79 år,2025,Personer,115
3122 Marker,1 Menn,F80-84 80-84 år,2025,Personer,71
3122 Marker,1 Menn,F85-89 85-89 år,2025,Personer,31
3122 Marker,1 Menn,F90-94 90-94 år,2025,Personer,18
3122 Marker,1 Menn,F95-99 95-99 år,2025,Personer,3
3122 Marker,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
3124 Aremark,2 Kvinner,F00-04 0-4 år,2025,Personer,35
3124 Aremark,2 Kvinner,F05-09 5-9 år,2025,Personer,30
3124 Aremark,2 Kvinner,F10-14 10-14 år,2025,Personer,29
3124 Aremark,2 Kvinner,F15-19 15-19 år,2025,Personer,33
3124 Aremark,2 Kvinner,F20-24 20-24 år,2025,Personer,26
3124 Aremark,2 Kvinner,F25-29 25-29 år,2025,Personer,34
3124 Aremark,2 Kvinner,F30-34 30-34 år,2025,Personer,37
3124 Aremark,2 Kvinner,F35-39 35-39 år,2025,Personer,34
3124 Aremark,2 Kvinner,F40-44 40-44 år,2025,Personer,29
3124 Aremark,2 Kvinner,F45-49 45-49 år,2025,Personer,33
3124 Aremark,2 Kvinner,F50-54 50-54 år,2025,Personer,50
3124 Aremark,2 Kvinner,F55-59 55-59 år,2025,Personer,58
3124 Aremark,2 Kvinner,F60-64 60-64 år,2025,Personer,54
3124 Aremark,2 Kvinner,F65-69 65-69 år,2025,Personer,53
3124 Aremark,2 Kvinner,F70-74 70-74 år,2025,Personer,31
3124 Aremark,2 Kvinner,F75-79 75-79 år,2025,Personer,37
3124 Aremark,2 Kvinner,F80-84 80-84 år,2025,Personer,25
3124 Aremark,2 Kvinner,F85-89 85-89 år,2025,Personer,19
3124 Aremark,2 Kvinner,F90-94 90-94 år,2025,Personer,3
3124 Aremark,2 Kvinner,F95-99 95-99 år,2025,Personer,1
3124 Aremark,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,1
3124 Aremark,1 Menn,F00-04 0-4 år,2025,Personer,28
3124 Aremark,1 Menn,F05-09 5-9 år,2025,Personer,27
3124 Aremark,1 Menn,F10-14 10-14 år,2025,Personer,36
3124 Aremark,1 Menn,F15-19 15-19 år,2025,Personer,43
3124 Aremark,1 Menn,F20-24 20-24 år,2025,Personer,40
3124 Aremark,1 Menn,F25-29 25-29 år,2025,Personer,32
3124 Aremark,1 Menn,F30-34 30-34 år,2025,Personer,40
3124 Aremark,1 Menn,F35-39 35-39 år,2025,Personer,29
3124 Aremark,1 Menn,F40-44 40-44 år,2025,Personer,38
3124 Aremark,1 Menn,F45-49 45-49 år,2025,Personer,29
3124 Aremark,1 Menn,F50-54 50-54 år,2025,Personer,47
3124 Aremark,1 Menn,F55-59 55-59 år,2025,Personer,67
3124 Aremark,1 Menn,F60-64 60-64 år,2025,Personer,55
3124 Aremark,1 Menn,F65-69 65-69 år,2025,Personer,54
3124 Aremark,1 Menn,F70-74 70-74 år,2025,Personer,48
3124 Aremark,1 Menn,F75-79 75-79 år,2025,Personer,37
3124 Aremark,1 Menn,F80-84 80-84 år,2025,Personer,24
3124 Aremark,1 Menn,F85-89 85-89 år,2025,Personer,12
3124 Aremark,1 Menn,F90-94 90-94 år,2025,Personer,8
3124 Aremark,1 Menn,F95-99 95-99 år,2025,Personer,0
3124 Aremark,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
3201 Bærum,2 Kvinner,F00-04 0-4 år,2025,Personer,3495
3201 Bærum,2 Kvinner,F05-09 5-9 år,2025,Personer,3934
3201 Bærum,2 Kvinner,F10-14 10-14 år,2025,Personer,4187
3201 Bærum,2 Kvinner,F15-19 15-19 år,2025,Personer,4274
3201 Bærum,2 Kvinner,F20-24 20-24 år,2025,Personer,3302
3201 Bærum,2 Kvinner,F25-29 25-29 år,2025,Personer,2900
3201 Bærum,2 Kvinner,F30-34 30-34 år,2025,Personer,3789
3201 Bærum,2 Kvinner,F35-39 35-39 år,2025,Personer,4693
3201 Bærum,2 Kvinner,F40-44 40-44 år,2025,Personer,4803
3201 Bærum,2 Kvinner,F45-49 45-49 år,2025,Personer,4551
3201 Bærum,2 Kvinner,F50-54 50-54 år,2025,Personer,4688
3201 Bærum,2 Kvinner,F55-59 55-59 år,2025,Personer,4324
3201 Bærum,2 Kvinner,F60-64 60-64 år,2025,Personer,4146
3201 Bærum,2 Kvinner,F65-69 65-69 år,2025,Personer,3499
3201 Bærum,2 Kvinner,F70-74 70-74 år,2025,Personer,2830
3201 Bærum,2 Kvinner,F75-79 75-79 år,2025,Personer,2771
3201 Bærum,2 Kvinner,F80-84 80-84 år,2025,Personer,1886
3201 Bærum,2 Kvinner,F85-89 85-89 år,2025,Personer,1283
3201 Bærum,2 Kvinner,F90-94 90-94 år,2025,Personer,674
3201 Bærum,2 Kvinner,F95-99 95-99 år,2025,Personer,224
3201 Bærum,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,34
3201 Bærum,1 Menn,F00-04 0-4 år,2025,Personer,3657
3201 Bærum,1 Menn,F05-09 5-9 år,2025,Personer,4357
3201 Bærum,1 Menn,F10-14 10-14 år,2025,Personer,4455
3201 Bærum,1 Menn,F15-19 15-19 år,2025,Personer,4539
3201 Bærum,1 Menn,F20-24 20-24 år,2025,Personer,3533
3201 Bærum,1 Menn,F25-29 25-29 år,2025,Personer,3031
3201 Bærum,1 Menn,F30-34 30-34 år,2025,Personer,3616
3201 Bærum,1 Menn,F35-39 35-39 år,2025,Personer,4649
3201 Bærum,1 Menn,F40-44 40-44 år,2025,Personer,4880
3201 Bærum,1 Menn,F45-49 45-49 år,2025,Personer,4752
3201 Bærum,1 Menn,F50-54 50-54 år,2025,Personer,4850
3201 Bærum,1 Menn,F55-59 55-59 år,2025,Personer,4358
3201 Bærum,1 Menn,F60-64 60-64 år,2025,Personer,4036
3201 Bærum,1 Menn,F65-69 65-69 år,2025,Personer,3532
3201 Bærum,1 Menn,F70-74 70-74 år,2025,Personer,2676
3201 Bærum,1 Menn,F75-79 75-79 år,2025,Personer,2435
3201 Bærum,1 Menn,F80-84 80-84 år,2025,Personer,1471
3201 Bærum,1 Menn,F85-89 85-89 år,2025,Personer,794
3201 Bærum,1 Menn,F90-94 90-94 år,2025,Personer,333
3201 Bærum,1 Menn,F95-99 95-99 år,2025,Personer,104
3201 Bærum,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,13
3203 Asker,2 Kvinner,F00-04 0-4 år,2025,Personer,2551
3203 Asker,2 Kvinner,F05-09 5-9 år,2025,Personer,3003
3203 Asker,2 Kvinner,F10-14 10-14 år,2025,Personer,3210
3203 Asker,2 Kvinner,F15-19 15-19 år,2025,Personer,3195
3203 Asker,2 Kvinner,F20-24 20-24 år,2025,Personer,2521
3203 Asker,2 Kvinner,F25-29 25-29 år,2025,Personer,2151
3203 Asker,2 Kvinner,F30-34 30-34 år,2025,Personer,2759
3203 Asker,2 Kvinner,F35-39 35-39 år,2025,Personer,3594
3203 Asker,2 Kvinner,F40-44 40-44 år,2025,Personer,3544
3203 Asker,2 Kvinner,F45-49 45-49 år,2025,Personer,3496
3203 Asker,2 Kvinner,F50-54 50-54 år,2025,Personer,3693
3203 Asker,2 Kvinner,F55-59 55-59 år,2025,Personer,3625
3203 Asker,2 Kvinner,F60-64 60-64 år,2025,Personer,3147
3203 Asker,2 Kvinner,F65-69 65-69 år,2025,Personer,2530
3203 Asker,2 Kvinner,F70-74 70-74 år,2025,Personer,2255
3203 Asker,2 Kvinner,F75-79 75-79 år,2025,Personer,2072
3203 Asker,2 Kvinner,F80-84 80-84 år,2025,Personer,1426
3203 Asker,2 Kvinner,F85-89 85-89 år,2025,Personer,877
3203 Asker,2 Kvinner,F90-94 90-94 år,2025,Personer,362
3203 Asker,2 Kvinner,F95-99 95-99 år,2025,Personer,104
3203 Asker,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,13
3203 Asker,1 Menn,F00-04 0-4 år,2025,Personer,2622
3203 Asker,1 Menn,F05-09 5-9 år,2025,Personer,3137
3203 Asker,1 Menn,F10-14 10-14 år,2025,Personer,3418
3203 Asker,1 Menn,F15-19 15-19 år,2025,Personer,3485
3203 Asker,1 Menn,F20-24 20-24 år,2025,Personer,2649
3203 Asker,1 Menn,F25-29 25-29 år,2025,Personer,2307
3203 Asker,1 Menn,F30-34 30-34 år,2025,Personer,2724
3203 Asker,1 Menn,F35-39 35-39 år,2025,Personer,3477
3203 Asker,1 Menn,F40-44 40-44 år,2025,Personer,3685
3203 Asker,1 Menn,F45-49 45-49 år,2025,Personer,3580
3203 Asker,1 Menn,F50-54 50-54 år,2025,Personer,3698
3203 Asker,1 Menn,F55-59 55-59 år,2025,Personer,3663
3203 Asker,1 Menn,F60-64 60-64 år,2025,Personer,3226
3203 Asker,1 Menn,F65-69 65-69 år,2025,Personer,2620
3203 Asker,1 Menn,F70-74 70-74 år,2025,Personer,2064
3203 Asker,1 Menn,F75-79 75-79 år,2025,Personer,1936
3203 Asker,1 Menn,F80-84 80-84 år,2025,Personer,1229
3203 Asker,1 Menn,F85-89 85-89 år,2025,Personer,574
3203 Asker,1 Menn,F90-94 90-94 år,2025,Personer,214
3203 Asker,1 Menn,F95-99 95-99 år,2025,Personer,54
3203 Asker,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,2
3205 Lillestrøm,2 Kvinner,F00-04 0-4 år,2025,Personer,2419
3205 Lillestrøm,2 Kvinner,F05-09 5-9 år,2025,Personer,2686
3205 Lillestrøm,2 Kvinner,F10-14 10-14 år,2025,Personer,2923
3205 Lillestrøm,2 Kvinner,F15-19 15-19 år,2025,Personer,2975
3205 Lillestrøm,2 Kvinner,F20-24 20-24 år,2025,Personer,2685
3205 Lillestrøm,2 Kvinner,F25-29 25-29 år,2025,Personer,3016
3205 Lillestrøm,2 Kvinner,F30-34 30-34 år,2025,Personer,3305
3205 Lillestrøm,2 Kvinner,F35-39 35-39 år,2025,Personer,3384
3205 Lillestrøm,2 Kvinner,F40-44 40-44 år,2025,Personer,3359
3205 Lillestrøm,2 Kvinner,F45-49 45-49 år,2025,Personer,3213
3205 Lillestrøm,2 Kvinner,F50-54 50-54 år,2025,Personer,3319
3205 Lillestrøm,2 Kvinner,F55-59 55-59 år,2025,Personer,3204
3205 Lillestrøm,2 Kvinner,F60-64 60-64 år,2025,Personer,2516
3205 Lillestrøm,2 Kvinner,F65-69 65-69 år,2025,Personer,2087
3205 Lillestrøm,2 Kvinner,F70-74 70-74 år,2025,Personer,1768
3205 Lillestrøm,2 Kvinner,F75-79 75-79 år,2025,Personer,1728
3205 Lillestrøm,2 Kvinner,F80-84 80-84 år,2025,Personer,1273
3205 Lillestrøm,2 Kvinner,F85-89 85-89 år,2025,Personer,716
3205 Lillestrøm,2 Kvinner,F90-94 90-94 år,2025,Personer,312
3205 Lillestrøm,2 Kvinner,F95-99 95-99 år,2025,Personer,89
3205 Lillestrøm,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,15
3205 Lillestrøm,1 Menn,F00-04 0-4 år,2025,Personer,2475
3205 Lillestrøm,1 Menn,F05-09 5-9 år,2025,Personer,2747
3205 Lillestrøm,1 Menn,F10-14 10-14 år,2025,Personer,2969
3205 Lillestrøm,1 Menn,F15-19 15-19 år,2025,Personer,3231
3205 Lillestrøm,1 Menn,F20-24 20-24 år,2025,Personer,2939
3205 Lillestrøm,1 Menn,F25-29 25-29 år,2025,Personer,3166
3205 Lillestrøm,1 Menn,F30-34 30-34 år,2025,Personer,3582
3205 Lillestrøm,1 Menn,F35-39 35-39 år,2025,Personer,3702
3205 Lillestrøm,1 Menn,F40-44 40-44 år,2025,Personer,3560
3205 Lillestrøm,1 Menn,F45-49 45-49 år,2025,Personer,3482
3205 Lillestrøm,1 Menn,F50-54 50-54 år,2025,Personer,3753
3205 Lillestrøm,1 Menn,F55-59 55-59 år,2025,Personer,3462
3205 Lillestrøm,1 Menn,F60-64 60-64 år,2025,Personer,2814
3205 Lillestrøm,1 Menn,F65-69 65-69 år,2025,Personer,2095
3205 Lillestrøm,1 Menn,F70-74 70-74 år,2025,Personer,1642
3205 Lillestrøm,1 Menn,F75-79 75-79 år,2025,Personer,1514
3205 Lillestrøm,1 Menn,F80-84 80-84 år,2025,Personer,953
3205 Lillestrøm,1 Menn,F85-89 85-89 år,2025,Personer,489
3205 Lillestrøm,1 Menn,F90-94 90-94 år,2025,Personer,170
3205 Lillestrøm,1 Menn,F95-99 95-99 år,2025,Personer,25
3205 Lillestrøm,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
3207 Nordre Follo,2 Kvinner,F00-04 0-4 år,2025,Personer,1724
3207 Nordre Follo,2 Kvinner,F05-09 5-9 år,2025,Personer,1965
3207 Nordre Follo,2 Kvinner,F10-14 10-14 år,2025,Personer,2077
3207 Nordre Follo,2 Kvinner,F15-19 15-19 år,2025,Personer,2205
3207 Nordre Follo,2 Kvinner,F20-24 20-24 år,2025,Personer,1702
3207 Nordre Follo,2 Kvinner,F25-29 25-29 år,2025,Personer,1506
3207 Nordre Follo,2 Kvinner,F30-34 30-34 år,2025,Personer,1962
3207 Nordre Follo,2 Kvinner,F35-39 35-39 år,2025,Personer,2298
3207 Nordre Follo,2 Kvinner,F40-44 40-44 år,2025,Personer,2201
3207 Nordre Follo,2 Kvinner,F45-49 45-49 år,2025,Personer,2271
3207 Nordre Follo,2 Kvinner,F50-54 50-54 år,2025,Personer,2319
3207 Nordre Follo,2 Kvinner,F55-59 55-59 år,2025,Personer,2137
3207 Nordre Follo,2 Kvinner,F60-64 60-64 år,2025,Personer,1839
3207 Nordre Follo,2 Kvinner,F65-69 65-69 år,2025,Personer,1632
3207 Nordre Follo,2 Kvinner,F70-74 70-74 år,2025,Personer,1308
3207 Nordre Follo,2 Kvinner,F75-79 75-79 år,2025,Personer,1395
3207 Nordre Follo,2 Kvinner,F80-84 80-84 år,2025,Personer,955
3207 Nordre Follo,2 Kvinner,F85-89 85-89 år,2025,Personer,554
3207 Nordre Follo,2 Kvinner,F90-94 90-94 år,2025,Personer,268
3207 Nordre Follo,2 Kvinner,F95-99 95-99 år,2025,Personer,70
3207 Nordre Follo,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,6
3207 Nordre Follo,1 Menn,F00-04 0-4 år,2025,Personer,1752
3207 Nordre Follo,1 Menn,F05-09 5-9 år,2025,Personer,2024
3207 Nordre Follo,1 Menn,F10-14 10-14 år,2025,Personer,2164
3207 Nordre Follo,1 Menn,F15-19 15-19 år,2025,Personer,2327
3207 Nordre Follo,1 Menn,F20-24 20-24 år,2025,Personer,1869
3207 Nordre Follo,1 Menn,F25-29 25-29 år,2025,Personer,1626
3207 Nordre Follo,1 Menn,F30-34 30-34 år,2025,Personer,1932
3207 Nordre Follo,1 Menn,F35-39 35-39 år,2025,Personer,2297
3207 Nordre Follo,1 Menn,F40-44 40-44 år,2025,Personer,2256
3207 Nordre Follo,1 Menn,F45-49 45-49 år,2025,Personer,2244
3207 Nordre Follo,1 Menn,F50-54 50-54 år,2025,Personer,2306
3207 Nordre Follo,1 Menn,F55-59 55-59 år,2025,Personer,2196
3207 Nordre Follo,1 Menn,F60-64 60-64 år,2025,Personer,1846
3207 Nordre Follo,1 Menn,F65-69 65-69 år,2025,Personer,1654
3207 Nordre Follo,1 Menn,F70-74 70-74 år,2025,Personer,1262
3207 Nordre Follo,1 Menn,F75-79 75-79 år,2025,Personer,1188
3207 Nordre Follo,1 Menn,F80-84 80-84 år,2025,Personer,807
3207 Nordre Follo,1 Menn,F85-89 85-89 år,2025,Personer,371
3207 Nordre Follo,1 Menn,F90-94 90-94 år,2025,Personer,124
3207 Nordre Follo,1 Menn,F95-99 95-99 år,2025,Personer,26
3207 Nordre Follo,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,3
3209 Ullensaker,2 Kvinner,F00-04 0-4 år,2025,Personer,1155
3209 Ullensaker,2 Kvinner,F05-09 5-9 år,2025,Personer,1357
3209 Ullensaker,2 Kvinner,F10-14 10-14 år,2025,Personer,1495
3209 Ullensaker,2 Kvinner,F15-19 15-19 år,2025,Personer,1475
3209 Ullensaker,2 Kvinner,F20-24 20-24 år,2025,Personer,1349
3209 Ullensaker,2 Kvinner,F25-29 25-29 år,2025,Personer,1365
3209 Ullensaker,2 Kvinner,F30-34 30-34 år,2025,Personer,1604
3209 Ullensaker,2 Kvinner,F35-39 35-39 år,2025,Personer,1778
3209 Ullensaker,2 Kvinner,F40-44 40-44 år,2025,Personer,1634
3209 Ullensaker,2 Kvinner,F45-49 45-49 år,2025,Personer,1497
3209 Ullensaker,2 Kvinner,F50-54 50-54 år,2025,Personer,1662
3209 Ullensaker,2 Kvinner,F55-59 55-59 år,2025,Personer,1350
3209 Ullensaker,2 Kvinner,F60-64 60-64 år,2025,Personer,1080
3209 Ullensaker,2 Kvinner,F65-69 65-69 år,2025,Personer,839
3209 Ullensaker,2 Kvinner,F70-74 70-74 år,2025,Personer,797
3209 Ullensaker,2 Kvinner,F75-79 75-79 år,2025,Personer,724
3209 Ullensaker,2 Kvinner,F80-84 80-84 år,2025,Personer,497
3209 Ullensaker,2 Kvinner,F85-89 85-89 år,2025,Personer,254
3209 Ullensaker,2 Kvinner,F90-94 90-94 år,2025,Personer,97
3209 Ullensaker,2 Kvinner,F95-99 95-99 år,2025,Personer,18
3209 Ullensaker,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,4
3209 Ullensaker,1 Menn,F00-04 0-4 år,2025,Personer,1229
3209 Ullensaker,1 Menn,F05-09 5-9 år,2025,Personer,1383
3209 Ullensaker,1 Menn,F10-14 10-14 år,2025,Personer,1544
3209 Ullensaker,1 Menn,F15-19 15-19 år,2025,Personer,1532
3209 Ullensaker,1 Menn,F20-24 20-24 år,2025,Personer,1397
3209 Ullensaker,1 Menn,F25-29 25-29 år,2025,Personer,1502
3209 Ullensaker,1 Menn,F30-34 30-34 år,2025,Personer,1800
3209 Ullensaker,1 Menn,F35-39 35-39 år,2025,Personer,1854
3209 Ullensaker,1 Menn,F40-44 40-44 år,2025,Personer,1756
3209 Ullensaker,1 Menn,F45-49 45-49 år,2025,Personer,1668
3209 Ullensaker,1 Menn,F50-54 50-54 år,2025,Personer,1743
3209 Ullensaker,1 Menn,F55-59 55-59 år,2025,Personer,1600
3209 Ullensaker,1 Menn,F60-64 60-64 år,2025,Personer,1197
3209 Ullensaker,1 Menn,F65-69 65-69 år,2025,Personer,890
3209 Ullensaker,1 Menn,F70-74 70-74 år,2025,Personer,681
3209 Ullensaker,1 Menn,F75-79 75-79 år,2025,Personer,630
3209 Ullensaker,1 Menn,F80-84 80-84 år,2025,Personer,369
3209 Ullensaker,1 Menn,F85-89 85-89 år,2025,Personer,188
3209 Ullensaker,1 Menn,F90-94 90-94 år,2025,Personer,59
3209 Ullensaker,1 Menn,F95-99 95-99 år,2025,Personer,9
3209 Ullensaker,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,4
3212 Nesodden,2 Kvinner,F00-04 0-4 år,2025,Personer,533
3212 Nesodden,2 Kvinner,F05-09 5-9 år,2025,Personer,653
3212 Nesodden,2 Kvinner,F10-14 10-14 år,2025,Personer,670
3212 Nesodden,2 Kvinner,F15-19 15-19 år,2025,Personer,658
3212 Nesodden,2 Kvinner,F20-24 20-24 år,2025,Personer,457
3212 Nesodden,2 Kvinner,F25-29 25-29 år,2025,Personer,359
3212 Nesodden,2 Kvinner,F30-34 30-34 år,2025,Personer,536
3212 Nesodden,2 Kvinner,F35-39 35-39 år,2025,Personer,709
3212 Nesodden,2 Kvinner,F40-44 40-44 år,2025,Personer,813
3212 Nesodden,2 Kvinner,F45-49 45-49 år,2025,Personer,818
3212 Nesodden,2 Kvinner,F50-54 50-54 år,2025,Personer,796
3212 Nesodden,2 Kvinner,F55-59 55-59 år,2025,Personer,752
3212 Nesodden,2 Kvinner,F60-64 60-64 år,2025,Personer,707
3212 Nesodden,2 Kvinner,F65-69 65-69 år,2025,Personer,625
3212 Nesodden,2 Kvinner,F70-74 70-74 år,2025,Personer,522
3212 Nesodden,2 Kvinner,F75-79 75-79 år,2025,Personer,433
3212 Nesodden,2 Kvinner,F80-84 80-84 år,2025,Personer,278
3212 Nesodden,2 Kvinner,F85-89 85-89 år,2025,Personer,151
3212 Nesodden,2 Kvinner,F90-94 90-94 år,2025,Personer,82
3212 Nesodden,2 Kvinner,F95-99 95-99 år,2025,Personer,21
3212 Nesodden,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,2
3212 Nesodden,1 Menn,F00-04 0-4 år,2025,Personer,498
3212 Nesodden,1 Menn,F05-09 5-9 år,2025,Personer,722
3212 Nesodden,1 Menn,F10-14 10-14 år,2025,Personer,796
3212 Nesodden,1 Menn,F15-19 15-19 år,2025,Personer,662
3212 Nesodden,1 Menn,F20-24 20-24 år,2025,Personer,530
3212 Nesodden,1 Menn,F25-29 25-29 år,2025,Personer,380
3212 Nesodden,1 Menn,F30-34 30-34 år,2025,Personer,489
3212 Nesodden,1 Menn,F35-39 35-39 år,2025,Personer,628
3212 Nesodden,1 Menn,F40-44 40-44 år,2025,Personer,731
3212 Nesodden,1 Menn,F45-49 45-49 år,2025,Personer,734
3212 Nesodden,1 Menn,F50-54 50-54 år,2025,Personer,754
3212 Nesodden,1 Menn,F55-59 55-59 år,2025,Personer,739
3212 Nesodden,1 Menn,F60-64 60-64 år,2025,Personer,628
