region,kjønn,alder,år,statistikkvariabel,"07459: Befolkning, etter region, kjønn, alder, år og statistikkvariabel"
4643 Årdal,1 Menn,F95-99 95-99 år,2025,Personer,6
4643 Årdal,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4644 Luster,2 Kvinner,F00-04 0-4 år,2025,Personer,150
4644 Luster,2 Kvinner,F05-09 5-9 år,2025,Personer,159
4644 Luster,2 Kvinner,F10-14 10-14 år,2025,Personer,153
4644 Luster,2 Kvinner,F15-19 15-19 år,2025,Personer,154
4644 Luster,2 Kvinner,F20-24 20-24 år,2025,Personer,144
4644 Luster,2 Kvinner,F25-29 25-29 år,2025,Personer,131
4644 Luster,2 Kvinner,F30-34 30-34 år,2025,Personer,163
4644 Luster,2 Kvinner,F35-39 35-39 år,2025,Personer,174
4644 Luster,2 Kvinner,F40-44 40-44 år,2025,Personer,173
4644 Luster,2 Kvinner,F45-49 45-49 år,2025,Personer,141
4644 Luster,2 Kvinner,F50-54 50-54 år,2025,Personer,176
4644 Luster,2 Kvinner,F55-59 55-59 år,2025,Personer,185
4644 Luster,2 Kvinner,F60-64 60-64 år,2025,Personer,156
4644 Luster,2 Kvinner,F65-69 65-69 år,2025,Personer,167
4644 Luster,2 Kvinner,F70-74 70-74 år,2025,Personer,144
4644 Luster,2 Kvinner,F75-79 75-79 år,2025,Personer,125
4644 Luster,2 Kvinner,F80-84 80-84 år,2025,Personer,102
4644 Luster,2 Kvinner,F85-89 85-89 år,2025,Personer,54
4644 Luster,2 Kvinner,F90-94 90-94 år,2025,Personer,27
4644 Luster,2 Kvinner,F95-99 95-99 år,2025,Personer,17
4644 Luster,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,2
4644 Luster,1 Menn,F00-04 0-4 år,2025,Personer,143
4644 Luster,1 Menn,F05-09 5-9 år,2025,Personer,166
4644 Luster,1 Menn,F10-14 10-14 år,2025,Personer,170
4644 Luster,1 Menn,F15-19 15-19 år,2025,Personer,180
4644 Luster,1 Menn,F20-24 20-24 år,2025,Personer,181
4644 Luster,1 Menn,F25-29 25-29 år,2025,Personer,141
4644 Luster,1 Menn,F30-34 30-34 år,2025,Personer,163
4644 Luster,1 Menn,F35-39 35-39 år,2025,Personer,172
4644 Luster,1 Menn,F40-44 40-44 år,2025,Personer,143
4644 Luster,1 Menn,F45-49 45-49 år,2025,Personer,151
4644 Luster,1 Menn,F50-54 50-54 år,2025,Personer,163
4644 Luster,1 Menn,F55-59 55-59 år,2025,Personer,170
4644 Luster,1 Menn,F60-64 60-64 år,2025,Personer,180
4644 Luster,1 Menn,F65-69 65-69 år,2025,Personer,177
4644 Luster,1 Menn,F70-74 70-74 år,2025,Personer,151
4644 Luster,1 Menn,F75-79 75-79 år,2025,Personer,130
4644 Luster,1 Menn,F80-84 80-84 år,2025,Personer,83
4644 Luster,1 Menn,F85-89 85-89 år,2025,Personer,51
4644 Luster,1 Menn,F90-94 90-94 år,2025,Personer,16
4644 Luster,1 Menn,F95-99 95-99 år,2025,Personer,3
4644 Luster,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,1
4645 Askvoll,2 Kvinner,F00-04 0-4 år,2025,Personer,53
4645 Askvoll,2 Kvinner,F05-09 5-9 år,2025,Personer,65
4645 Askvoll,2 Kvinner,F10-14 10-14 år,2025,Personer,91
4645 Askvoll,2 Kvinner,F15-19 15-19 år,2025,Personer,84
4645 Askvoll,2 Kvinner,F20-24 20-24 år,2025,Personer,78
4645 Askvoll,2 Kvinner,F25-29 25-29 år,2025,Personer,51
4645 Askvoll,2 Kvinner,F30-34 30-34 år,2025,Personer,76
4645 Askvoll,2 Kvinner,F35-39 35-39 år,2025,Personer,80
4645 Askvoll,2 Kvinner,F40-44 40-44 år,2025,Personer,68
4645 Askvoll,2 Kvinner,F45-49 45-49 år,2025,Personer,77
4645 Askvoll,2 Kvinner,F50-54 50-54 år,2025,Personer,80
4645 Askvoll,2 Kvinner,F55-59 55-59 år,2025,Personer,105
4645 Askvoll,2 Kvinner,F60-64 60-64 år,2025,Personer,115
4645 Askvoll,2 Kvinner,F65-69 65-69 år,2025,Personer,99
4645 Askvoll,2 Kvinner,F70-74 70-74 år,2025,Personer,97
4645 Askvoll,2 Kvinner,F75-79 75-79 år,2025,Personer,88
4645 Askvoll,2 Kvinner,F80-84 80-84 år,2025,Personer,55
4645 Askvoll,2 Kvinner,F85-89 85-89 år,2025,Personer,41
4645 Askvoll,2 Kvinner,F90-94 90-94 år,2025,Personer,23
4645 Askvoll,2 Kvinner,F95-99 95-99 år,2025,Personer,5
4645 Askvoll,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,2
4645 Askvoll,1 Menn,F00-04 0-4 år,2025,Personer,69
4645 Askvoll,1 Menn,F05-09 5-9 år,2025,Personer,104
4645 Askvoll,1 Menn,F10-14 10-14 år,2025,Personer,82
4645 Askvoll,1 Menn,F15-19 15-19 år,2025,Personer,97
4645 Askvoll,1 Menn,F20-24 20-24 år,2025,Personer,78
4645 Askvoll,1 Menn,F25-29 25-29 år,2025,Personer,57
4645 Askvoll,1 Menn,F30-34 30-34 år,2025,Personer,57
4645 Askvoll,1 Menn,F35-39 35-39 år,2025,Personer,80
4645 Askvoll,1 Menn,F40-44 40-44 år,2025,Personer,84
4645 Askvoll,1 Menn,F45-49 45-49 år,2025,Personer,75
4645 Askvoll,1 Menn,F50-54 50-54 år,2025,Personer,88
4645 Askvoll,1 Menn,F55-59 55-59 år,2025,Personer,102
4645 Askvoll,1 Menn,F60-64 60-64 år,2025,Personer,98
4645 Askvoll,1 Menn,F65-69 65-69 år,2025,Personer,120
4645 Askvoll,1 Menn,F70-74 70-74 år,2025,Personer,106
4645 Askvoll,1 Menn,F75-79 75-79 år,2025,Personer,81
4645 Askvoll,1 Menn,F80-84 80-84 år,2025,Personer,69
4645 Askvoll,1 Menn,F85-89 85-89 år,2025,Personer,34
4645 Askvoll,1 Menn,F90-94 90-94 år,2025,Personer,14
4645 Askvoll,1 Menn,F95-99 95-99 år,2025,Personer,1
4645 Askvoll,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,1
4646 Fjaler,2 Kvinner,F00-04 0-4 år,2025,Personer,80
4646 Fjaler,2 Kvinner,F05-09 5-9 år,2025,Personer,70
4646 Fjaler,2 Kvinner,F10-14 10-14 år,2025,Personer,95
4646 Fjaler,2 Kvinner,F15-19 15-19 år,2025,Personer,181
4646 Fjaler,2 Kvinner,F20-24 20-24 år,2025,Personer,101
4646 Fjaler,2 Kvinner,F25-29 25-29 år,2025,Personer,44
4646 Fjaler,2 Kvinner,F30-34 30-34 år,2025,Personer,80
4646 Fjaler,2 Kvinner,F35-39 35-39 år,2025,Personer,71
4646 Fjaler,2 Kvinner,F40-44 40-44 år,2025,Personer,77
4646 Fjaler,2 Kvinner,F45-49 45-49 år,2025,Personer,90
4646 Fjaler,2 Kvinner,F50-54 50-54 år,2025,Personer,77
4646 Fjaler,2 Kvinner,F55-59 55-59 år,2025,Personer,84
4646 Fjaler,2 Kvinner,F60-64 60-64 år,2025,Personer,59
4646 Fjaler,2 Kvinner,F65-69 65-69 år,2025,Personer,86
4646 Fjaler,2 Kvinner,F70-74 70-74 år,2025,Personer,85
4646 Fjaler,2 Kvinner,F75-79 75-79 år,2025,Personer,63
4646 Fjaler,2 Kvinner,F80-84 80-84 år,2025,Personer,42
4646 Fjaler,2 Kvinner,F85-89 85-89 år,2025,Personer,44
4646 Fjaler,2 Kvinner,F90-94 90-94 år,2025,Personer,19
4646 Fjaler,2 Kvinner,F95-99 95-99 år,2025,Personer,4
4646 Fjaler,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,0
4646 Fjaler,1 Menn,F00-04 0-4 år,2025,Personer,78
4646 Fjaler,1 Menn,F05-09 5-9 år,2025,Personer,83
4646 Fjaler,1 Menn,F10-14 10-14 år,2025,Personer,105
4646 Fjaler,1 Menn,F15-19 15-19 år,2025,Personer,124
4646 Fjaler,1 Menn,F20-24 20-24 år,2025,Personer,95
4646 Fjaler,1 Menn,F25-29 25-29 år,2025,Personer,66
4646 Fjaler,1 Menn,F30-34 30-34 år,2025,Personer,91
4646 Fjaler,1 Menn,F35-39 35-39 år,2025,Personer,78
4646 Fjaler,1 Menn,F40-44 40-44 år,2025,Personer,77
4646 Fjaler,1 Menn,F45-49 45-49 år,2025,Personer,55
4646 Fjaler,1 Menn,F50-54 50-54 år,2025,Personer,99
4646 Fjaler,1 Menn,F55-59 55-59 år,2025,Personer,86
4646 Fjaler,1 Menn,F60-64 60-64 år,2025,Personer,88
4646 Fjaler,1 Menn,F65-69 65-69 år,2025,Personer,80
4646 Fjaler,1 Menn,F70-74 70-74 år,2025,Personer,89
4646 Fjaler,1 Menn,F75-79 75-79 år,2025,Personer,84
4646 Fjaler,1 Menn,F80-84 80-84 år,2025,Personer,58
4646 Fjaler,1 Menn,F85-89 85-89 år,2025,Personer,23
4646 Fjaler,1 Menn,F90-94 90-94 år,2025,Personer,12
4646 Fjaler,1 Menn,F95-99 95-99 år,2025,Personer,0
4646 Fjaler,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,1
4647 Sunnfjord,2 Kvinner,F00-04 0-4 år,2025,Personer,555
4647 Sunnfjord,2 Kvinner,F05-09 5-9 år,2025,Personer,634
4647 Sunnfjord,2 Kvinner,F10-14 10-14 år,2025,Personer,732
4647 Sunnfjord,2 Kvinner,F15-19 15-19 år,2025,Personer,734
4647 Sunnfjord,2 Kvinner,F20-24 20-24 år,2025,Personer,659
4647 Sunnfjord,2 Kvinner,F25-29 25-29 år,2025,Personer,636
4647 Sunnfjord,2 Kvinner,F30-34 30-34 år,2025,Personer,717
4647 Sunnfjord,2 Kvinner,F35-39 35-39 år,2025,Personer,712
4647 Sunnfjord,2 Kvinner,F40-44 40-44 år,2025,Personer,681
4647 Sunnfjord,2 Kvinner,F45-49 45-49 år,2025,Personer,652
4647 Sunnfjord,2 Kvinner,F50-54 50-54 år,2025,Personer,739
4647 Sunnfjord,2 Kvinner,F55-59 55-59 år,2025,Personer,657
4647 Sunnfjord,2 Kvinner,F60-64 60-64 år,2025,Personer,672
4647 Sunnfjord,2 Kvinner,F65-69 65-69 år,2025,Personer,647
4647 Sunnfjord,2 Kvinner,F70-74 70-74 år,2025,Personer,574
4647 Sunnfjord,2 Kvinner,F75-79 75-79 år,2025,Personer,451
4647 Sunnfjord,2 Kvinner,F80-84 80-84 år,2025,Personer,284
4647 Sunnfjord,2 Kvinner,F85-89 85-89 år,2025,Personer,185
4647 Sunnfjord,2 Kvinner,F90-94 90-94 år,2025,Personer,84
4647 Sunnfjord,2 Kvinner,F95-99 95-99 år,2025,Personer,31
4647 Sunnfjord,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,5
4647 Sunnfjord,1 Menn,F00-04 0-4 år,2025,Personer,641
4647 Sunnfjord,1 Menn,F05-09 5-9 år,2025,Personer,692
4647 Sunnfjord,1 Menn,F10-14 10-14 år,2025,Personer,797
4647 Sunnfjord,1 Menn,F15-19 15-19 år,2025,Personer,876
4647 Sunnfjord,1 Menn,F20-24 20-24 år,2025,Personer,787
4647 Sunnfjord,1 Menn,F25-29 25-29 år,2025,Personer,704
4647 Sunnfjord,1 Menn,F30-34 30-34 år,2025,Personer,780
4647 Sunnfjord,1 Menn,F35-39 35-39 år,2025,Personer,736
4647 Sunnfjord,1 Menn,F40-44 40-44 år,2025,Personer,761
4647 Sunnfjord,1 Menn,F45-49 45-49 år,2025,Personer,665
4647 Sunnfjord,1 Menn,F50-54 50-54 år,2025,Personer,760
4647 Sunnfjord,1 Menn,F55-59 55-59 år,2025,Personer,707
4647 Sunnfjord,1 Menn,F60-64 60-64 år,2025,Personer,658
4647 Sunnfjord,1 Menn,F65-69 65-69 år,2025,Personer,618
4647 Sunnfjord,1 Menn,F70-74 70-74 år,2025,Personer,556
4647 Sunnfjord,1 Menn,F75-79 75-79 år,2025,Personer,440
4647 Sunnfjord,1 Menn,F80-84 80-84 år,2025,Personer,236
4647 Sunnfjord,1 Menn,F85-89 85-89 år,2025,Personer,150
4647 Sunnfjord,1 Menn,F90-94 90-94 år,2025,Personer,48
4647 Sunnfjord,1 Menn,F95-99 95-99 år,2025,Personer,9
4647 Sunnfjord,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4648 Bremanger,2 Kvinner,F00-04 0-4 år,2025,Personer,54
4648 Bremanger,2 Kvinner,F05-09 5-9 år,2025,Personer,74
4648 Bremanger,2 Kvinner,F10-14 10-14 år,2025,Personer,79
4648 Bremanger,2 Kvinner,F15-19 15-19 år,2025,Personer,99
4648 Bremanger,2 Kvinner,F20-24 20-24 år,2025,Personer,85
4648 Bremanger,2 Kvinner,F25-29 25-29 år,2025,Personer,68
4648 Bremanger,2 Kvinner,F30-34 30-34 år,2025,Personer,80
4648 Bremanger,2 Kvinner,F35-39 35-39 år,2025,Personer,70
4648 Bremanger,2 Kvinner,F40-44 40-44 år,2025,Personer,87
4648 Bremanger,2 Kvinner,F45-49 45-49 år,2025,Personer,98
4648 Bremanger,2 Kvinner,F50-54 50-54 år,2025,Personer,127
4648 Bremanger,2 Kvinner,F55-59 55-59 år,2025,Personer,126
4648 Bremanger,2 Kvinner,F60-64 60-64 år,2025,Personer,102
4648 Bremanger,2 Kvinner,F65-69 65-69 år,2025,Personer,101
4648 Bremanger,2 Kvinner,F70-74 70-74 år,2025,Personer,100
4648 Bremanger,2 Kvinner,F75-79 75-79 år,2025,Personer,98
4648 Bremanger,2 Kvinner,F80-84 80-84 år,2025,Personer,90
4648 Bremanger,2 Kvinner,F85-89 85-89 år,2025,Personer,57
4648 Bremanger,2 Kvinner,F90-94 90-94 år,2025,Personer,32
4648 Bremanger,2 Kvinner,F95-99 95-99 år,2025,Personer,13
4648 Bremanger,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,3
4648 Bremanger,1 Menn,F00-04 0-4 år,2025,Personer,74
4648 Bremanger,1 Menn,F05-09 5-9 år,2025,Personer,76
4648 Bremanger,1 Menn,F10-14 10-14 år,2025,Personer,106
4648 Bremanger,1 Menn,F15-19 15-19 år,2025,Personer,99
4648 Bremanger,1 Menn,F20-24 20-24 år,2025,Personer,108
4648 Bremanger,1 Menn,F25-29 25-29 år,2025,Personer,91
4648 Bremanger,1 Menn,F30-34 30-34 år,2025,Personer,63
4648 Bremanger,1 Menn,F35-39 35-39 år,2025,Personer,98
4648 Bremanger,1 Menn,F40-44 40-44 år,2025,Personer,83
4648 Bremanger,1 Menn,F45-49 45-49 år,2025,Personer,103
4648 Bremanger,1 Menn,F50-54 50-54 år,2025,Personer,127
4648 Bremanger,1 Menn,F55-59 55-59 år,2025,Personer,124
4648 Bremanger,1 Menn,F60-64 60-64 år,2025,Personer,145
4648 Bremanger,1 Menn,F65-69 65-69 år,2025,Personer,117
4648 Bremanger,1 Menn,F70-74 70-74 år,2025,Personer,99
4648 Bremanger,1 Menn,F75-79 75-79 år,2025,Personer,106
4648 Bremanger,1 Menn,F80-84 80-84 år,2025,Personer,53
4648 Bremanger,1 Menn,F85-89 85-89 år,2025,Personer,33
4648 Bremanger,1 Menn,F90-94 90-94 år,2025,Personer,8
4648 Bremanger,1 Menn,F95-99 95-99 år,2025,Personer,4
4648 Bremanger,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,1
4649 Stad,2 Kvinner,F00-04 0-4 år,2025,Personer,251
4649 Stad,2 Kvinner,F05-09 5-9 år,2025,Personer,266
4649 Stad,2 Kvinner,F10-14 10-14 år,2025,Personer,284
4649 Stad,2 Kvinner,F15-19 15-19 år,2025,Personer,299
4649 Stad,2 Kvinner,F20-24 20-24 år,2025,Personer,280
4649 Stad,2 Kvinner,F25-29 25-29 år,2025,Personer,249
4649 Stad,2 Kvinner,F30-34 30-34 år,2025,Personer,263
4649 Stad,2 Kvinner,F35-39 35-39 år,2025,Personer,268
4649 Stad,2 Kvinner,F40-44 40-44 år,2025,Personer,274
4649 Stad,2 Kvinner,F45-49 45-49 år,2025,Personer,270
4649 Stad,2 Kvinner,F50-54 50-54 år,2025,Personer,293
4649 Stad,2 Kvinner,F55-59 55-59 år,2025,Personer,304
4649 Stad,2 Kvinner,F60-64 60-64 år,2025,Personer,282
4649 Stad,2 Kvinner,F65-69 65-69 år,2025,Personer,317
4649 Stad,2 Kvinner,F70-74 70-74 år,2025,Personer,255
4649 Stad,2 Kvinner,F75-79 75-79 år,2025,Personer,231
4649 Stad,2 Kvinner,F80-84 80-84 år,2025,Personer,161
4649 Stad,2 Kvinner,F85-89 85-89 år,2025,Personer,106
4649 Stad,2 Kvinner,F90-94 90-94 år,2025,Personer,47
4649 Stad,2 Kvinner,F95-99 95-99 år,2025,Personer,25
4649 Stad,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,6
4649 Stad,1 Menn,F00-04 0-4 år,2025,Personer,253
4649 Stad,1 Menn,F05-09 5-9 år,2025,Personer,271
4649 Stad,1 Menn,F10-14 10-14 år,2025,Personer,327
4649 Stad,1 Menn,F15-19 15-19 år,2025,Personer,296
4649 Stad,1 Menn,F20-24 20-24 år,2025,Personer,267
4649 Stad,1 Menn,F25-29 25-29 år,2025,Personer,273
4649 Stad,1 Menn,F30-34 30-34 år,2025,Personer,301
4649 Stad,1 Menn,F35-39 35-39 år,2025,Personer,282
4649 Stad,1 Menn,F40-44 40-44 år,2025,Personer,281
4649 Stad,1 Menn,F45-49 45-49 år,2025,Personer,293
4649 Stad,1 Menn,F50-54 50-54 år,2025,Personer,294
4649 Stad,1 Menn,F55-59 55-59 år,2025,Personer,347
4649 Stad,1 Menn,F60-64 60-64 år,2025,Personer,332
4649 Stad,1 Menn,F65-69 65-69 år,2025,Personer,325
4649 Stad,1 Menn,F70-74 70-74 år,2025,Personer,291
4649 Stad,1 Menn,F75-79 75-79 år,2025,Personer,238
4649 Stad,1 Menn,F80-84 80-84 år,2025,Personer,132
4649 Stad,1 Menn,F85-89 85-89 år,2025,Personer,83
4649 Stad,1 Menn,F90-94 90-94 år,2025,Personer,31
4649 Stad,1 Menn,F95-99 95-99 år,2025,Personer,7
4649 Stad,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4650 Gloppen,2 Kvinner,F00-04 0-4 år,2025,Personer,135
4650 Gloppen,2 Kvinner,F05-09 5-9 år,2025,Personer,173
4650 Gloppen,2 Kvinner,F10-14 10-14 år,2025,Personer,178
4650 Gloppen,2 Kvinner,F15-19 15-19 år,2025,Personer,177
4650 Gloppen,2 Kvinner,F20-24 20-24 år,2025,Personer,176
4650 Gloppen,2 Kvinner,F25-29 25-29 år,2025,Personer,126
4650 Gloppen,2 Kvinner,F30-34 30-34 år,2025,Personer,146
4650 Gloppen,2 Kvinner,F35-39 35-39 år,2025,Personer,186
4650 Gloppen,2 Kvinner,F40-44 40-44 år,2025,Personer,178
4650 Gloppen,2 Kvinner,F45-49 45-49 år,2025,Personer,156
4650 Gloppen,2 Kvinner,F50-54 50-54 år,2025,Personer,193
4650 Gloppen,2 Kvinner,F55-59 55-59 år,2025,Personer,163
4650 Gloppen,2 Kvinner,F60-64 60-64 år,2025,Personer,189
4650 Gloppen,2 Kvinner,F65-69 65-69 år,2025,Personer,171
4650 Gloppen,2 Kvinner,F70-74 70-74 år,2025,Personer,196
4650 Gloppen,2 Kvinner,F75-79 75-79 år,2025,Personer,164
4650 Gloppen,2 Kvinner,F80-84 80-84 år,2025,Personer,101
4650 Gloppen,2 Kvinner,F85-89 85-89 år,2025,Personer,73
4650 Gloppen,2 Kvinner,F90-94 90-94 år,2025,Personer,39
4650 Gloppen,2 Kvinner,F95-99 95-99 år,2025,Personer,9
4650 Gloppen,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,5
4650 Gloppen,1 Menn,F00-04 0-4 år,2025,Personer,166
4650 Gloppen,1 Menn,F05-09 5-9 år,2025,Personer,184
4650 Gloppen,1 Menn,F10-14 10-14 år,2025,Personer,183
4650 Gloppen,1 Menn,F15-19 15-19 år,2025,Personer,213
4650 Gloppen,1 Menn,F20-24 20-24 år,2025,Personer,217
4650 Gloppen,1 Menn,F25-29 25-29 år,2025,Personer,107
4650 Gloppen,1 Menn,F30-34 30-34 år,2025,Personer,155
4650 Gloppen,1 Menn,F35-39 35-39 år,2025,Personer,188
4650 Gloppen,1 Menn,F40-44 40-44 år,2025,Personer,157
4650 Gloppen,1 Menn,F45-49 45-49 år,2025,Personer,167
4650 Gloppen,1 Menn,F50-54 50-54 år,2025,Personer,215
4650 Gloppen,1 Menn,F55-59 55-59 år,2025,Personer,185
4650 Gloppen,1 Menn,F60-64 60-64 år,2025,Personer,192
4650 Gloppen,1 Menn,F65-69 65-69 år,2025,Personer,184
4650 Gloppen,1 Menn,F70-74 70-74 år,2025,Personer,185
4650 Gloppen,1 Menn,F75-79 75-79 år,2025,Personer,145
4650 Gloppen,1 Menn,F80-84 80-84 år,2025,Personer,96
4650 Gloppen,1 Menn,F85-89 85-89 år,2025,Personer,43
4650 Gloppen,1 Menn,F90-94 90-94 år,2025,Personer,13
4650 Gloppen,1 Menn,F95-99 95-99 år,2025,Personer,7
4650 Gloppen,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4651 Stryn,2 Kvinner,F00-04 0-4 år,2025,Personer,171
4651 Stryn,2 Kvinner,F05-09 5-9 år,2025,Personer,230
4651 Stryn,2 Kvinner,F10-14 10-14 år,2025,Personer,193
4651 Stryn,2 Kvinner,F15-19 15-19 år,2025,Personer,239
4651 Stryn,2 Kvinner,F20-24 20-24 år,2025,Personer,217
4651 Stryn,2 Kvinner,F25-29 25-29 år,2025,Personer,195
4651 Stryn,2 Kvinner,F30-34 30-34 år,2025,Personer,203
4651 Stryn,2 Kvinner,F35-39 35-39 år,2025,Personer,204
4651 Stryn,2 Kvinner,F40-44 40-44 år,2025,Personer,227
4651 Stryn,2 Kvinner,F45-49 45-49 år,2025,Personer,208
4651 Stryn,2 Kvinner,F50-54 50-54 år,2025,Personer,232
4651 Stryn,2 Kvinner,F55-59 55-59 år,2025,Personer,229
4651 Stryn,2 Kvinner,F60-64 60-64 år,2025,Personer,215
4651 Stryn,2 Kvinner,F65-69 65-69 år,2025,Personer,189
4651 Stryn,2 Kvinner,F70-74 70-74 år,2025,Personer,203
4651 Stryn,2 Kvinner,F75-79 75-79 år,2025,Personer,169
4651 Stryn,2 Kvinner,F80-84 80-84 år,2025,Personer,116
4651 Stryn,2 Kvinner,F85-89 85-89 år,2025,Personer,81
4651 Stryn,2 Kvinner,F90-94 90-94 år,2025,Personer,34
4651 Stryn,2 Kvinner,F95-99 95-99 år,2025,Personer,10
4651 Stryn,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,2
4651 Stryn,1 Menn,F00-04 0-4 år,2025,Personer,156
4651 Stryn,1 Menn,F05-09 5-9 år,2025,Personer,195
4651 Stryn,1 Menn,F10-14 10-14 år,2025,Personer,236
4651 Stryn,1 Menn,F15-19 15-19 år,2025,Personer,254
4651 Stryn,1 Menn,F20-24 20-24 år,2025,Personer,238
4651 Stryn,1 Menn,F25-29 25-29 år,2025,Personer,213
4651 Stryn,1 Menn,F30-34 30-34 år,2025,Personer,234
4651 Stryn,1 Menn,F35-39 35-39 år,2025,Personer,235
4651 Stryn,1 Menn,F40-44 40-44 år,2025,Personer,226
4651 Stryn,1 Menn,F45-49 45-49 år,2025,Personer,264
4651 Stryn,1 Menn,F50-54 50-54 år,2025,Personer,236
4651 Stryn,1 Menn,F55-59 55-59 år,2025,Personer,275
4651 Stryn,1 Menn,F60-64 60-64 år,2025,Personer,236
4651 Stryn,1 Menn,F65-69 65-69 år,2025,Personer,185
4651 Stryn,1 Menn,F70-74 70-74 år,2025,Personer,202
4651 Stryn,1 Menn,F75-79 75-79 år,2025,Personer,166
4651 Stryn,1 Menn,F80-84 80-84 år,2025,Personer,108
4651 Stryn,1 Menn,F85-89 85-89 år,2025,Personer,60
4651 Stryn,1 Menn,F90-94 90-94 år,2025,Personer,19
4651 Stryn,1 Menn,F95-99 95-99 år,2025,Personer,6
4651 Stryn,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
1505 Kristiansund,2 Kvinner,F00-04 0-4 år,2025,Personer,500
1505 Kristiansund,2 Kvinner,F05-09 5-9 år,2025,Personer,582
1505 Kristiansund,2 Kvinner,F10-14 10-14 år,2025,Personer,669
1505 Kristiansund,2 Kvinner,F15-19 15-19 år,2025,Personer,749
1505 Kristiansund,2 Kvinner,F20-24 20-24 år,2025,Personer,621
1505 Kristiansund,2 Kvinner,F25-29 25-29 år,2025,Personer,669
1505 Kristiansund,2 Kvinner,F30-34 30-34 år,2025,Personer,787
1505 Kristiansund,2 Kvinner,F35-39 35-39 år,2025,Personer,762
1505 Kristiansund,2 Kvinner,F40-44 40-44 år,2025,Personer,766
1505 Kristiansund,2 Kvinner,F45-49 45-49 år,2025,Personer,739
1505 Kristiansund,2 Kvinner,F50-54 50-54 år,2025,Personer,841
1505 Kristiansund,2 Kvinner,F55-59 55-59 år,2025,Personer,831
1505 Kristiansund,2 Kvinner,F60-64 60-64 år,2025,Personer,744
1505 Kristiansund,2 Kvinner,F65-69 65-69 år,2025,Personer,786
1505 Kristiansund,2 Kvinner,F70-74 70-74 år,2025,Personer,744
1505 Kristiansund,2 Kvinner,F75-79 75-79 år,2025,Personer,657
1505 Kristiansund,2 Kvinner,F80-84 80-84 år,2025,Personer,390
1505 Kristiansund,2 Kvinner,F85-89 85-89 år,2025,Personer,197
1505 Kristiansund,2 Kvinner,F90-94 90-94 år,2025,Personer,105
1505 Kristiansund,2 Kvinner,F95-99 95-99 år,2025,Personer,31
1505 Kristiansund,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,4
1505 Kristiansund,1 Menn,F00-04 0-4 år,2025,Personer,519
1505 Kristiansund,1 Menn,F05-09 5-9 år,2025,Personer,585
1505 Kristiansund,1 Menn,F10-14 10-14 år,2025,Personer,699
1505 Kristiansund,1 Menn,F15-19 15-19 år,2025,Personer,773
1505 Kristiansund,1 Menn,F20-24 20-24 år,2025,Personer,792
1505 Kristiansund,1 Menn,F25-29 25-29 år,2025,Personer,759
1505 Kristiansund,1 Menn,F30-34 30-34 år,2025,Personer,794
1505 Kristiansund,1 Menn,F35-39 35-39 år,2025,Personer,832
1505 Kristiansund,1 Menn,F40-44 40-44 år,2025,Personer,817
1505 Kristiansund,1 Menn,F45-49 45-49 år,2025,Personer,744
1505 Kristiansund,1 Menn,F50-54 50-54 år,2025,Personer,891
1505 Kristiansund,1 Menn,F55-59 55-59 år,2025,Personer,870
1505 Kristiansund,1 Menn,F60-64 60-64 år,2025,Personer,712
1505 Kristiansund,1 Menn,F65-69 65-69 år,2025,Personer,740
1505 Kristiansund,1 Menn,F70-74 70-74 år,2025,Personer,691
1505 Kristiansund,1 Menn,F75-79 75-79 år,2025,Personer,624
1505 Kristiansund,1 Menn,F80-84 80-84 år,2025,Personer,350
1505 Kristiansund,1 Menn,F85-89 85-89 år,2025,Personer,140
1505 Kristiansund,1 Menn,F90-94 90-94 år,2025,Personer,58
1505 Kristiansund,1 Menn,F95-99 95-99 år,2025,Personer,13
1505 Kristiansund,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,1
1506 Molde,2 Kvinner,F00-04 0-4 år,2025,Personer,789
1506 Molde,2 Kvinner,F05-09 5-9 år,2025,Personer,864
1506 Molde,2 Kvinner,F10-14 10-14 år,2025,Personer,962
1506 Molde,2 Kvinner,F15-19 15-19 år,2025,Personer,981
1506 Molde,2 Kvinner,F20-24 20-24 år,2025,Personer,939
1506 Molde,2 Kvinner,F25-29 25-29 år,2025,Personer,916
1506 Molde,2 Kvinner,F30-34 30-34 år,2025,Personer,1007
